name/season,injury_days_list,injury_days_vector
richard-weil_20/21,"[(2, 14)]","[0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
richard-weil_21/22,"[(13, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24]"
rick-van-drongelen_19/20,"[(3, 157)]","[0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
rick-van-drongelen_20/21,"[(4, 24), (11, 81)]","[0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 81, 0, 0]"
rick-van-drongelen_21/22,"[(7, 19)]","[0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0]"
rick-van-drongelen_22/23,"[(10, 22)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0]"
rick-van-drongelen_23/24,"[(0, 12)]","[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
rifet-kapic_21/22,"[(1, 56)]","[0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
rijad-smajic_22/23,"[(4, 126)]","[0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ritsu-doan_20/21,"[(1, 2)]","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ritsu-doan_21/22,"[(2, 11), (3, 25)]","[0, 0, 11, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ritsu-doan_22/23,"[(6, 3), (3, 4)]","[0, 0, 0, 4, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
robert-andrich_20/21,"[(4, 3)]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
robert-andrich_21/22,"[(3, 10), (13, 4)]","[0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
robert-andrich_22/23,"[(4, 49), (1, 9)]","[0, 9, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
robert-andrich_23/24,"[(4, 31)]","[0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
robert-glatzel_19/20,"[(13, 45)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45]"
robert-glatzel_22/23,"[(5, 6)]","[0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0]"
robert-glatzel_23/24,"[(13, 13)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13]"
robert-gumny_19/20,"[(3, 214)]","[0, 0, 0, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
robert-gumny_21/22,"[(4, 28)]","[0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
robert-gumny_22/23,"[(13, 14)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
robert-gumny_23/24,"[(3, 53), (5, 8)]","[0, 0, 0, 53, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0]"
robert-kwasigroch_22/23,"[(3, 125)]","[0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
robert-lewandowski_19/20,"[(8, 28), (0, 26)]","[26, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0]"
robert-lewandowski_20/21,"[(10, 23), (11, 2)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 2, 0, 0]"
robert-lewandowski_21/22,"[(11, 1)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
robert-lewandowski_22/23,"[(13, 12)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12]"
robert-lewandowski_23/24,"[(4, 22)]","[0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
robert-skov_19/20,"[(1, 17)]","[0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
robert-skov_20/21,"[(3, 14), (1, 35), (4, 4)]","[0, 35, 0, 14, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
robert-skov_21/22,"[(13, 140)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140]"
robert-skov_22/23,"[(1, 5), (8, 33), (13, 11)]","[0, 5, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 11]"
robert-skov_23/24,"[(13, 18), (4, 6), (4, 2)]","[0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 18]"
robert-tesche_21/22,"[(1, 42)]","[0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
robert-tesche_23/24,"[(11, 5)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
robert-wagner_23/24,"[(1, 5), (11, 4)]","[0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
robert-zulj_22/23,"[(13, 7), (11, 2)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 7]"
robert-zulj_23/24,"[(1, 49), (11, 2)]","[0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
roberto-massimo_20/21,"[(3, 9), (3, 11), (4, 17)]","[0, 0, 0, 20, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
roberto-massimo_21/22,"[(5, 8), (6, 17), (11, 2), (11, 11)]","[0, 0, 0, 0, 0, 8, 17, 0, 0, 0, 0, 13, 0, 0]"
roberto-massimo_22/23,"[(1, 102)]","[0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
roberto-massimo_23/24,"[(1, 21), (11, 6), (1, 40), (1, 22)]","[0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
robin-bormuth_21/22,"[(11, 13), (4, 117), (2, 23)]","[0, 0, 23, 0, 117, 0, 0, 0, 0, 0, 0, 13, 0, 0]"
robin-bormuth_22/23,"[(1, 44), (1, 8)]","[0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
robin-bormuth_23/24,"[(3, 66)]","[0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
robin-gosens_19/20,"[(1, 2)]","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
robin-gosens_20/21,"[(1, 14), (1, 3), (8, 7)]","[0, 17, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0]"
robin-gosens_21/22,"[(13, 5), (13, 92), (13, 60), (4, 4)]","[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 157]"
robin-gosens_22/23,"[(9, 9), (8, 16)]","[0, 0, 0, 0, 0, 0, 0, 0, 16, 9, 0, 0, 0, 0]"
robin-gosens_23/24,"[(1, 18)]","[0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
robin-hack_19/20,"[(11, 5)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
robin-hack_20/21,"[(4, 49), (4, 21)]","[0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
robin-hack_23/24,"[(4, 2), (11, 5)]","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
robin-kehr_19/20,"[(11, 37), (3, 42), (4, 30), (4, 14), (1, 5), (3, 63)]","[0, 5, 0, 105, 44, 0, 0, 0, 0, 0, 0, 37, 0, 0]"
robin-kehr_21/22,"[(3, 634), (4, 13), (13, 27)]","[0, 0, 0, 634, 13, 0, 0, 0, 0, 0, 0, 0, 0, 27]"
robin-knoche_21/22,"[(11, 6)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
robin-knoche_23/24,"[(1, 24)]","[0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
robin-koch_19/20,"[(5, 10)]","[0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]"
robin-koch_20/21,"[(3, 94)]","[0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
robin-koch_21/22,"[(11, 18), (0, 101)]","[101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0]"
robin-koch_23/24,"[(8, 23)]","[0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0]"
robin-quaison_20/21,"[(3, 30)]","[0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
robin-zentner_19/20,"[(3, 113)]","[0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
robin-zentner_20/21,"[(5, 15), (5, 4)]","[0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0]"
robin-zentner_22/23,"[(5, 25)]","[0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0]"
robin-zentner_23/24,"[(7, 34)]","[0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0]"
rocco-reitz_19/20,"[(1, 97)]","[0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
rocco-reitz_20/21,"[(0, 60)]","[60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
rocco-reitz_23/24,"[(1, 4)]","[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
rodrigo-zalazar_21/22,"[(4, 7)]","[0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
rodrigo-zalazar_22/23,"[(11, 11), (4, 106)]","[0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 11, 0, 0]"
rogerio_19/20,"[(2, 3), (4, 7), (3, 98)]","[0, 0, 3, 98, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
rogerio_20/21,"[(4, 8), (8, 32)]","[0, 0, 0, 0, 8, 0, 0, 0, 32, 0, 0, 0, 0, 0]"
rogerio_21/22,"[(4, 20)]","[0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
rogerio_23/24,"[(3, 3), (1, 36), (13, 21), (1, 13), (1, 32)]","[0, 81, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21]"
roland-sallai_20/21,"[(10, 25), (8, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 25, 0, 0, 0]"
roland-sallai_21/22,"[(3, 31)]","[0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
roland-sallai_22/23,"[(1, 6), (2, 56)]","[0, 6, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
roland-sallai_23/24,"[(11, 6), (1, 32)]","[0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
roman-burki_20/21,"[(9, 23), (0, 3)]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0]"
romano-schmid_19/20,"[(1, 11)]","[0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
romano-schmid_21/22,"[(1, 10)]","[0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
romano-schmid_22/23,"[(11, 5), (3, 34)]","[0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
romario-rosch_22/23,"[(10, 38)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0]"
ron-robert-zieler_21/22,"[(1, 73)]","[0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ron-thorben-hoffmann_20/21,"[(3, 36)]","[0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ron-thorben-hoffmann_23/24,"[(11, 3)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
ronael-pierre-gabriel_23/24,"[(13, 21)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21]"
rouwen-hennings_20/21,"[(8, 12), (8, 12)]","[0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0]"
rouwen-hennings_22/23,"[(3, 22), (11, 15), (4, 10)]","[0, 0, 0, 22, 10, 0, 0, 0, 0, 0, 0, 15, 0, 0]"
rouwen-hennings_23/24,"[(4, 47), (1, 127), (11, 7)]","[0, 127, 0, 0, 47, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
ruben-vargas_19/20,"[(4, 10)]","[0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ruben-vargas_20/21,"[(1, 7), (1, 4)]","[0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ruben-vargas_21/22,"[(10, 14)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0]"
ruben-vargas_22/23,"[(4, 18), (4, 25), (4, 3), (1, 81)]","[0, 81, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ruben-vargas_23/24,"[(1, 7), (13, 15)]","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15]"
rune-jarstein_21/22,"[(3, 62)]","[0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ruwen-werthmuller_21/22,"[(3, 140)]","[0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ruwen-werthmuller_22/23,"[(11, 75), (3, 200)]","[0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0]"
ryan-gravenberch_21/22,"[(4, 57)]","[0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ryan-gravenberch_22/23,"[(3, 10)]","[0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ryan-gravenberch_23/24,"[(4, 18)]","[0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ryan-johansson_20/21,"[(13, 73)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73]"
ryan-johansson_21/22,"[(8, 19), (11, 10)]","[0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 10, 0, 0]"
ryan-johansson_22/23,"[(1, 28)]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ryan-johansson_23/24,"[(1, 27)]","[0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ryan-sessegnon_19/20,"[(13, 134)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134]"
ryan-sessegnon_20/21,"[(1, 42)]","[0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ryan-sessegnon_21/22,"[(13, 31), (1, 17), (1, 74), (13, 45)]","[0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76]"
ryan-sessegnon_22/23,"[(13, 139)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 139]"
ryan-sessegnon_23/24,"[(13, 91), (13, 30)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121]"
sacha-boey_21/22,"[(13, 92), (13, 19)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111]"
sacha-boey_23/24,"[(1, 44), (1, 19), (4, 2), (3, 4)]","[0, 63, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sadio-mane_19/20,"[(13, 16), (1, 21), (13, 4)]","[0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]"
sadio-mane_20/21,"[(1, 7)]","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sadio-mane_22/23,"[(8, 105)]","[0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0]"
sahverdi-cetin_19/20,"[(1, 15)]","[0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sahverdi-cetin_20/21,"[(11, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
saidy-janko_20/21,"[(13, 31)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31]"
saidy-janko_21/22,"[(13, 34)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34]"
salif-sane_19/20,"[(1, 109), (11, 35), (3, 113)]","[0, 109, 0, 113, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0]"
salif-sane_20/21,"[(3, 111), (3, 21)]","[0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
salif-sane_21/22,"[(1, 12), (13, 29), (3, 124)]","[0, 12, 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29]"
salih-ozcan_22/23,"[(6, 10), (11, 14), (4, 7)]","[0, 0, 0, 0, 7, 0, 10, 0, 0, 0, 0, 14, 0, 0]"
salih-ozcan_23/24,"[(11, 4), (11, 2)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
sam-lammers_19/20,"[(3, 176)]","[0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sam-lammers_20/21,"[(9, 7), (4, 8)]","[0, 0, 0, 0, 8, 0, 0, 0, 0, 7, 0, 0, 0, 0]"
sam-lammers_22/23,"[(1, 31)]","[0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
samed-onur_22/23,"[(4, 77)]","[0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sami-khedira_19/20,"[(13, 61), (3, 87)]","[0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61]"
sami-khedira_20/21,"[(8, 12), (8, 29)]","[0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0]"
samuel-fridjonsson_20/21,"[(1, 2)]","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
samuel-fridjonsson_21/22,"[(1, 4), (1, 5)]","[0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
samuel-fridjonsson_23/24,"[(11, 10), (2, 10)]","[0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0]"
sanoussy-ba_21/22,"[(9, 152)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 0, 0, 0, 0]"
sanoussy-ba_23/24,"[(9, 37)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0]"
santiago-arias_19/20,"[(0, 21)]","[21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
santiago-arias_20/21,"[(8, 279)]","[0, 0, 0, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 0]"
santiago-arias_21/22,"[(13, 127)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127]"
santiago-arias_22/23,"[(8, 26), (8, 14)]","[0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0]"
santiago-arias_23/24,"[(8, 20)]","[0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0]"
santiago-ascacibar_19/20,"[(4, 41)]","[0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
santiago-ascacibar_20/21,"[(1, 4), (1, 62), (13, 23), (4, 32)]","[0, 66, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 23]"
santiago-ascacibar_22/23,"[(13, 9)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9]"
santiago-ascacibar_23/24,"[(10, 46)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0]"
sardar-azmoun_19/20,"[(4, 10)]","[0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sardar-azmoun_20/21,"[(4, 31), (4, 11)]","[0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sardar-azmoun_21/22,"[(1, 42), (1, 11)]","[0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sardar-azmoun_22/23,"[(1, 40)]","[0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sardar-azmoun_23/24,"[(3, 25), (8, 5), (1, 46)]","[0, 46, 0, 25, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]"
sargis-adamyan_19/20,"[(11, 99), (4, 53), (4, 9), (13, 16), (13, 14), (8, 13)]","[0, 0, 0, 0, 62, 0, 0, 0, 13, 0, 0, 99, 0, 30]"
sargis-adamyan_20/21,"[(1, 13), (11, 14)]","[0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0]"
sargis-adamyan_21/22,"[(1, 17)]","[0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sargis-adamyan_23/24,"[(11, 11), (1, 19)]","[0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0]"
sarpreet-singh_20/21,"[(8, 7), (11, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7, 0, 0]"
sarpreet-singh_21/22,"[(0, 179), (0, 18)]","[197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sarpreet-singh_23/24,"[(3, 4), (8, 11)]","[0, 0, 0, 4, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0]"
sasa-kalajdzic_19/20,"[(11, 28), (3, 263)]","[0, 0, 0, 263, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0]"
sasa-kalajdzic_21/22,"[(8, 4), (9, 137)]","[0, 0, 0, 0, 0, 0, 0, 0, 4, 137, 0, 0, 0, 0]"
sasa-kalajdzic_22/23,"[(3, 274), (4, 14)]","[0, 0, 0, 274, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sasa-kalajdzic_23/24,"[(3, 89)]","[0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sascha-burchert_19/20,"[(5, 7)]","[0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0]"
saulo-decarli_21/22,"[(9, 61), (5, 8), (13, 7)]","[0, 0, 0, 0, 0, 8, 0, 0, 0, 61, 0, 0, 0, 7]"
saulo-decarli_22/23,"[(1, 16), (1, 15), (1, 71)]","[0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
saulo-decarli_23/24,"[(11, 5), (2, 7)]","[0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
sava-arangel-cestic_23/24,"[(4, 125)]","[0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sead-kolasinac_19/20,"[(7, 112), (1, 31), (4, 14), (13, 13)]","[0, 31, 0, 0, 14, 0, 0, 112, 0, 0, 0, 0, 0, 13]"
sead-kolasinac_20/21,"[(1, 12)]","[0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sead-kolasinac_21/22,"[(4, 56)]","[0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sead-kolasinac_22/23,"[(13, 17), (1, 22)]","[0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
sead-kolasinac_23/24,"[(1, 16), (1, 4), (1, 2), (4, 8), (1, 10)]","[0, 32, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sebastiaan-bornauw_19/20,"[(1, 7)]","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sebastiaan-bornauw_20/21,"[(5, 70)]","[0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0]"
sebastiaan-bornauw_21/22,"[(5, 14)]","[0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0]"
sebastiaan-bornauw_23/24,"[(13, 10)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]"
sebastian-andersson_20/21,"[(3, 105), (3, 11)]","[0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sebastian-andersson_22/23,"[(3, 215)]","[0, 0, 0, 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sebastian-griesbeck_19/20,"[(3, 43)]","[0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sebastian-griesbeck_21/22,"[(1, 4)]","[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sebastian-griesbeck_22/23,"[(1, 12), (11, 4), (8, 29), (8, 8)]","[0, 12, 0, 0, 0, 0, 0, 0, 37, 0, 0, 4, 0, 0]"
sebastian-griesbeck_23/24,"[(13, 7), (1, 13)]","[0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7]"
sebastian-langkamp_19/20,"[(3, 21), (5, 6), (5, 13), (1, 84)]","[0, 84, 0, 21, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0]"
sebastian-muller_19/20,"[(1, 47)]","[0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sebastian-muller_20/21,"[(1, 12)]","[0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sebastian-muller_21/22,"[(10, 63)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0]"
sebastian-muller_22/23,"[(1, 4)]","[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sebastian-muller_23/24,"[(1, 20)]","[0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sebastian-polter_22/23,"[(3, 98), (13, 3)]","[0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
sebastian-polter_23/24,"[(0, 51), (11, 5), (4, 12)]","[51, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
sebastian-rode_20/21,"[(4, 14)]","[0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sebastian-rode_21/22,"[(11, 7), (5, 7), (5, 11), (11, 4), (3, 67)]","[0, 0, 0, 67, 0, 18, 0, 0, 0, 0, 0, 11, 0, 0]"
sebastian-rode_22/23,"[(1, 3), (11, 3), (8, 4), (13, 7)]","[0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 0, 3, 0, 7]"
sebastian-rode_23/24,"[(3, 80), (8, 115), (11, 3), (1, 11)]","[0, 11, 0, 80, 0, 0, 0, 0, 115, 0, 0, 3, 0, 0]"
sebastian-rudy_20/21,"[(13, 21), (10, 7), (11, 0)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 21]"
sebastian-rudy_21/22,"[(1, 21), (1, 14), (5, 11)]","[0, 35, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0]"
sebastian-rudy_22/23,"[(13, 7), (11, 6)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 7]"
