name/season,shots,top-speed,duels-won,aerial-duels-won,crosses,fouls,distance,sprints,intensive-runs,injury_days_list,injury_days_vector
ibrahima-konate_2019/2020,1.0,33.94,59.0,20.0,3.0,4.0,62.4,104.0,315.0,"[(1, 14), (1, 160)]","[0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ihlas-bebou_2019/2020,35.0,35.57,294.0,68.0,28.0,23.0,272.8,701.0,1986.0,"[(3, 11)]","[0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ihlas-bebou_2020/2021,48.0,35.21,321.0,64.0,39.0,23.0,288.9,892.0,2198.0,"[(11, 0)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ihlas-bebou_2022/2023,29.0,35.23,155.0,30.0,13.0,20.0,175.5,486.0,1363.0,"[(6, 158)]","[0, 0, 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 0]"
irvin-cardona_2022/2023,9.0,35.98,35.0,6.0,10.0,2.0,45.4,163.0,400.0,"[(4, 39)]","[0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
irvin-cardona_2023/2024,3.0,33.41,2.0,1.0,3.0,1.0,8.0,20.0,64.0,"[(11, 5), (3, 8)]","[0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
ishak-belfodil_2020/2021,12.0,32.18,51.0,11.0,2.0,10.0,68.8,138.0,383.0,"[(13, 14), (11, 15), (12, 6)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 6, 14]"
ismail-jakobs_2019/2020,17.0,34.85,189.0,25.0,57.0,17.0,206.8,799.0,1798.0,"[(1, 7), (1, 0), (1, 92)]","[0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ismail-jakobs_2020/2021,23.0,34.54,196.0,27.0,62.0,22.0,199.0,725.0,1640.0,"[(10, 21), (1, 22), (13, 24)]","[0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 24]"
ivan-ordets_2022/2023,15.0,33.18,321.0,156.0,3.0,31.0,281.8,460.0,1565.0,"[(11, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
ivan-ordets_2023/2024,15.0,31.56,259.0,152.0,1.0,25.0,219.9,378.0,1175.0,"[(13, 79)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79]"
ivan-perisic_2019/2020,41.0,34.18,131.0,23.0,63.0,17.0,147.3,512.0,1229.0,"[(1, 8), (4, 55)]","[0, 8, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jacob-bruun-larsen_2019/2020,3.0,35.02,37.0,4.0,1.0,3.0,60.2,170.0,461.0,"[(1, 9), (3, 18)]","[0, 9, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jacob-bruun-larsen_2021/2022,17.0,34.88,58.0,8.0,8.0,4.0,104.4,307.0,775.0,"[(1, 48)]","[0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jacob-bruun-larsen_2022/2023,7.0,34.7,14.0,2.0,3.0,1.0,43.2,120.0,324.0,"[(0, 139)]","[139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jacob-christensen_2023/2024,1.0,31.51,27.0,1.0,3.0,4.0,32.2,51.0,201.0,"[(11, 60), (3, 24)]","[0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0]"
jadon-sancho_2020/2021,52.0,33.02,248.0,2.0,32.0,1.0,266.6,855.0,2093.0,"[(1, 47)]","[0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jadon-sancho_2023/2024,9.0,33.88,81.0,1.0,13.0,2.0,117.3,320.0,879.0,"[(11, 2), (1, 4)]","[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
jae-sung-lee_2021/2022,25.0,32.49,188.0,34.0,15.0,19.0,192.2,482.0,1592.0,"[(3, 63), (3, 31)]","[0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jae-sung-lee_2022/2023,34.0,31.83,235.0,44.0,26.0,17.0,250.8,707.0,2124.0,"[(4, 3)]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jakub-kaminski_2022/2023,40.0,34.66,183.0,14.0,33.0,9.0,258.8,746.0,2121.0,"[(11, 6)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
jamal-musiala_2020/2021,27.0,33.3,192.0,10.0,4.0,10.0,111.9,192.0,721.0,"[(11, 17)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0]"
jamal-musiala_2022/2023,63.0,35.25,365.0,13.0,5.0,21.0,277.7,680.0,2065.0,"[(13, 11), (12, 3), (1, 4)]","[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11]"
jamal-musiala_2023/2024,56.0,34.17,296.0,7.0,6.0,24.0,202.7,489.0,1398.0,"[(3, 8), (11, 2), (1, 3), (1, 3), (13, 25), (1, 16), (3, 9)]","[0, 22, 0, 17, 0, 0, 0, 0, 0, 0, 0, 2, 0, 25]"
jamie-bynoe-gittens_2022/2023,24.0,35.97,68.0,6.0,3.0,9.0,71.0,229.0,562.0,"[(9, 103), (9, 15), (9, 86)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 204, 0, 0, 0, 0]"
jamie-leweling_2021/2022,44.0,34.01,249.0,17.0,29.0,15.0,236.4,614.0,1687.0,"[(10, 30)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0]"
jamilu-collins_2019/2020,17.0,33.35,416.0,43.0,23.0,43.0,304.7,639.0,1862.0,"[(11, 6)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
jan-moravek_2021/2022,2.0,31.71,60.0,10.0,3.0,5.0,67.6,100.0,502.0,"[(13, 50)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50]"
jan-niklas-beste_2023/2024,52.0,34.25,242.0,5.0,78.0,25.0,301.4,1022.0,2182.0,"[(13, 9), (1, 7), (11, 5)]","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 9]"
jan-thielmann_2019/2020,8.0,33.5,56.0,6.0,17.0,7.0,73.4,219.0,612.0,"[(13, 4)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
jan-thielmann_2020/2021,13.0,33.54,98.0,16.0,36.0,13.0,133.8,433.0,1148.0,"[(1, 32)]","[0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jan-thielmann_2021/2022,15.0,34.36,130.0,17.0,40.0,11.0,152.4,503.0,1217.0,"[(10, 80), (11, 14), (11, 18)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 32, 0, 0]"
jan-thielmann_2022/2023,12.0,34.07,122.0,16.0,32.0,15.0,112.7,360.0,862.0,"[(3, 109), (1, 37), (1, 17)]","[0, 54, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jan-thielmann_2023/2024,35.0,34.3,192.0,23.0,34.0,27.0,192.9,529.0,1405.0,"[(11, 29)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0]"
janik-haberer_2019/2020,13.0,31.66,233.0,47.0,10.0,33.0,227.3,342.0,1302.0,"[(8, 194), (4, 7), (11, 7), (4, 23)]","[0, 0, 0, 0, 30, 0, 0, 0, 194, 0, 0, 7, 0, 0]"
janik-haberer_2020/2021,8.0,31.51,60.0,11.0,7.0,14.0,68.5,148.0,471.0,"[(11, 13)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0]"
janik-haberer_2023/2024,15.0,30.96,124.0,19.0,11.0,22.0,167.2,258.0,1080.0,"[(13, 14)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
jannes-horn_2021/2022,3.0,35.25,38.0,10.0,20.0,3.0,60.1,134.0,362.0,"[(0, 161)]","[161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
janni-serra_2021/2022,23.0,33.01,144.0,75.0,1.0,15.0,141.6,258.0,917.0,"[(1, 3), (2, 1)]","[0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
javairo-dilrosun_2019/2020,20.0,34.31,151.0,8.0,28.0,5.0,157.1,325.0,1063.0,"[(1, 79), (5, 8), (13, 21)]","[0, 79, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 21]"
javairo-dilrosun_2020/2021,8.0,32.97,62.0,4.0,7.0,7.0,63.8,157.0,461.0,"[(10, 59), (13, 20)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 20]"
javi-martinez_2020/2021,2.0,31.96,65.0,27.0,2.0,2.0,57.1,93.0,321.0,"[(13, 29)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29]"
jean-paul-boetius_2022/2023,5.0,31.72,123.0,12.0,2.0,13.0,139.6,301.0,997.0,"[(9, 51)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0]"
jean-philippe-mateta_2019/2020,33.0,33.55,113.0,34.0,2.0,8.0,121.6,248.0,754.0,"[(3, 131)]","[0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jeff-chabot_2022/2023,10.0,32.27,253.0,111.0,3.0,28.0,199.7,248.0,953.0,"[(4, 63)]","[0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jeffrey-gouweleeuw_2021/2022,15.0,33.26,229.0,58.0,5.0,30.0,278.4,340.0,1273.0,"[(13, 21)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21]"
jeffrey-gouweleeuw_2023/2024,23.0,32.81,224.0,70.0,17.0,24.0,290.7,381.0,1211.0,"[(4, 72)]","[0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jens-petter-hauge_2021/2022,19.0,32.89,114.0,10.0,7.0,13.0,146.3,427.0,1275.0,"[(1, 42)]","[0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jere-uronen_2022/2023,5.0,31.97,73.0,16.0,12.0,5.0,76.7,201.0,536.0,"[(13, 49)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49]"
jeremie-frimpong_2021/2022,10.0,36.07,268.0,24.0,44.0,16.0,225.8,760.0,1717.0,"[(10, 52)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0]"
jeremy-dudziak_2021/2022,17.0,32.67,133.0,9.0,9.0,10.0,143.6,354.0,1141.0,"[(4, 45), (4, 14)]","[0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jerome-boateng_2019/2020,6.0,33.74,133.0,49.0,5.0,18.0,198.7,324.0,987.0,"[(1, 2), (11, 4)]","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
jerome-boateng_2020/2021,8.0,34.39,176.0,56.0,7.0,22.0,260.5,435.0,1247.0,"[(6, 4), (1, 18)]","[0, 18, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]"
jerome-roussillon_2019/2020,19.0,35.06,254.0,19.0,48.0,16.0,278.5,753.0,2001.0,"[(13, 11), (8, 11)]","[0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 11]"
jerome-roussillon_2020/2021,11.0,34.92,126.0,13.0,37.0,9.0,152.9,403.0,1097.0,"[(11, 28)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0]"
jerome-roussillon_2022/2023,11.0,34.7,95.0,10.0,24.0,12.0,120.5,259.0,750.0,"[(1, 6), (1, 12), (11, 11), (11, 11), (4, 25)]","[0, 18, 0, 0, 25, 0, 0, 0, 0, 0, 0, 22, 0, 0]"
jerome-roussillon_2023/2024,7.0,33.4,76.0,11.0,16.0,4.0,94.5,204.0,569.0,"[(13, 6), (1, 10)]","[0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6]"
jesper-lindstrom_2021/2022,55.0,34.91,186.0,7.0,27.0,18.0,247.7,918.0,2133.0,"[(13, 18), (13, 4)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]"
jesper-lindstrom_2022/2023,49.0,34.92,180.0,9.0,15.0,17.0,211.9,720.0,1791.0,"[(4, 47), (13, 6)]","[0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 6]"
jessic-ngankam_2021/2022,8.0,33.5,33.0,8.0,1.0,12.0,39.2,69.0,236.0,"[(11, 24), (3, 235)]","[0, 0, 0, 235, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0]"
jessic-ngankam_2023/2024,15.0,33.71,44.0,1.0,1.0,20.0,64.3,168.0,460.0,"[(1, 12)]","[0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jhon-cordoba_2019/2020,60.0,34.64,325.0,88.0,7.0,50.0,213.9,607.0,1470.0,"[(1, 9), (13, 19)]","[0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]"
jhon-cordoba_2020/2021,47.0,33.34,199.0,52.0,8.0,33.0,155.1,384.0,997.0,"[(10, 51), (1, 27), (10, 50)]","[0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0]"
joakim-nilsson_2020/2021,5.0,32.14,219.0,82.0,2.0,12.0,257.2,376.0,1452.0,"[(1, 14)]","[0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
joan-simun-edmundsson_2020/2021,3.0,30.75,7.0,1.0,1.0,1.0,5.2,17.0,50.0,"[(1, 9)]","[0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
joe-scally_2022/2023,6.0,34.7,199.0,33.0,29.0,13.0,266.6,547.0,1602.0,"[(1, 3)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
joel-pohjanpalo_2020/2021,33.0,32.32,103.0,42.0,1.0,7.0,97.3,175.0,622.0,"[(8, 9), (4, 71)]","[0, 0, 0, 0, 71, 0, 0, 0, 9, 0, 0, 0, 0, 0]"
jonas-hector_2019/2020,27.0,32.02,328.0,73.0,16.0,23.0,311.6,500.0,2062.0,"[(0, 4), (1, 7)]","[4, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jonas-hector_2020/2021,26.0,31.68,189.0,55.0,6.0,11.0,162.4,317.0,1229.0,"[(13, 25), (2, 77)]","[0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25]"
jonas-hector_2021/2022,17.0,32.26,342.0,67.0,57.0,26.0,307.1,647.0,2253.0,"[(11, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
jonas-hector_2022/2023,22.0,32.47,473.0,71.0,63.0,23.0,333.7,626.0,2143.0,"[(12, 14)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0]"
jonas-hofmann_2019/2020,23.0,33.2,182.0,5.0,11.0,8.0,222.2,538.0,1540.0,"[(10, 63)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0]"
jonas-hofmann_2020/2021,24.0,33.5,162.0,12.0,18.0,20.0,249.6,690.0,1927.0,"[(3, 7), (1, 4), (1, 39)]","[0, 43, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jonas-hofmann_2021/2022,56.0,33.38,176.0,5.0,18.0,20.0,264.8,703.0,1844.0,"[(1, 25), (3, 38), (11, 27), (11, 8)]","[0, 25, 0, 38, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0]"
jonas-hofmann_2022/2023,47.0,33.82,186.0,11.0,28.0,13.0,345.4,967.0,2377.0,"[(11, 3), (9, 14), (3, 11)]","[0, 0, 0, 11, 0, 0, 0, 0, 0, 14, 0, 3, 0, 0]"
jonas-hofmann_2023/2024,62.0,33.46,129.0,5.0,29.0,14.0,293.3,690.0,2009.0,"[(11, 1), (1, 18), (13, 22), (3, 25)]","[0, 18, 0, 25, 0, 0, 0, 0, 0, 0, 0, 1, 0, 22]"
jonas-wind_2022/2023,25.0,30.83,176.0,65.0,2.0,17.0,154.1,228.0,988.0,"[(1, 5), (13, 53)]","[0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53]"
jonathan-burkardt_2020/2021,31.0,35.02,215.0,26.0,7.0,23.0,210.1,605.0,1583.0,"[(13, 10)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]"
jonathan-burkardt_2021/2022,82.0,34.75,298.0,44.0,29.0,22.0,317.5,832.0,2312.0,"[(1, 3)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jonathan-burkardt_2022/2023,23.0,33.91,69.0,11.0,11.0,5.0,64.1,172.0,487.0,"[(3, 311), (13, 14)]","[0, 0, 0, 311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
jonathan-burkardt_2023/2024,42.0,32.67,181.0,32.0,29.0,18.0,198.2,491.0,1385.0,"[(11, 38)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0]"
jonathan-de-guzman_2019/2020,1.0,30.71,14.0,2.0,5.0,3.0,15.5,49.0,136.0,"[(11, 5), (1, 72)]","[0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
jonathan-schmid_2020/2021,22.0,32.89,206.0,23.0,60.0,16.0,280.0,592.0,1762.0,"[(1, 25)]","[0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jonathan-tah_2019/2020,5.0,33.24,252.0,89.0,1.0,28.0,261.0,425.0,1422.0,"[(5, 4)]","[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]"
jonjoe-kenny_2019/2020,11.0,32.73,256.0,35.0,55.0,26.0,317.9,695.0,2024.0,"[(4, 9), (11, 5)]","[0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
jordan-beyer_2021/2022,4.0,33.47,163.0,37.0,5.0,14.0,157.6,275.0,813.0,"[(13, 23), (3, 17), (1, 67)]","[0, 67, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23]"
jordan-torunarigha_2020/2021,4.0,32.8,88.0,29.0,3.0,15.0,115.1,199.0,543.0,"[(0, 29), (10, 51)]","[29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0]"
jordan-torunarigha_2021/2022,1.0,34.97,56.0,18.0,1.0,4.0,53.8,119.0,346.0,"[(13, 56)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56]"
jordan_2022/2023,32.0,32.42,256.0,114.0,2.0,36.0,163.0,380.0,1151.0,"[(8, 3), (1, 11)]","[0, 11, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]"
jordi-osei-tutu_2022/2023,11.0,35.4,92.0,6.0,7.0,8.0,91.1,252.0,664.0,"[(11, 4)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
jordy-makengo_2023/2024,2.0,35.05,107.0,22.0,19.0,13.0,129.9,359.0,894.0,"[(11, 6), (2, 15)]","[0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
jorge-mere_2020/2021,2.0,33.62,108.0,43.0,1.0,5.0,129.7,198.0,581.0,"[(13, 13), (11, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 13]"
josha-vagnoman_2022/2023,25.0,33.77,153.0,25.0,23.0,18.0,192.4,493.0,1336.0,"[(11, 11), (6, 38)]","[0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 11, 0, 0]"
josha-vagnoman_2023/2024,17.0,35.87,114.0,14.0,16.0,8.0,157.3,450.0,1136.0,"[(4, 54), (11, 12), (6, 83), (4, 45)]","[0, 0, 0, 0, 99, 0, 83, 0, 0, 0, 0, 12, 0, 0]"
joshua-kimmich_2020/2021,37.0,31.89,266.0,23.0,21.0,18.0,306.8,429.0,1795.0,"[(3, 46)]","[0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
joshua-kimmich_2021/2022,31.0,31.91,288.0,31.0,15.0,18.0,342.7,524.0,2202.0,"[(11, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0]"
joshua-kimmich_2023/2024,28.0,32.29,167.0,9.0,55.0,12.0,292.3,497.0,1768.0,"[(9, 13), (11, 7), (11, 6), (1, 2)]","[0, 2, 0, 0, 0, 0, 0, 0, 0, 13, 0, 13, 0, 0]"
joshua-mees_2019/2020,9.0,31.99,31.0,5.0,6.0,5.0,48.2,119.0,382.0,"[(13, 70), (13, 34)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104]"
josip-brekalo_2020/2021,47.0,32.98,178.0,8.0,21.0,10.0,265.2,611.0,1937.0,"[(2, 5)]","[0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
josip-juranovic_2023/2024,12.0,34.62,86.0,6.0,26.0,4.0,155.5,297.0,894.0,"[(1, 6), (1, 45)]","[0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
josip-stanisic_2020/2021,2.0,31.67,12.0,5.0,1.0,1.0,11.8,40.0,90.0,"[(2, 7)]","[0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
josip-stanisic_2021/2022,4.0,33.44,88.0,8.0,8.0,5.0,83.2,235.0,596.0,"[(1, 53)]","[0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
josip-stanisic_2023/2024,10.0,34.27,121.0,19.0,12.0,5.0,159.3,307.0,897.0,"[(11, 2)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
josko-gvardiol_2021/2022,20.0,34.57,336.0,71.0,4.0,39.0,283.1,560.0,1746.0,"[(3, 7)]","[0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
josko-gvardiol_2022/2023,13.0,33.89,219.0,60.0,1.0,18.0,257.6,442.0,1489.0,"[(0, 26), (13, 7)]","[26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7]"
josuha-guilavogui_2019/2020,21.0,33.38,261.0,64.0,3.0,44.0,250.8,392.0,1454.0,"[(11, 7), (3, 98)]","[0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
josuha-guilavogui_2020/2021,5.0,31.9,106.0,29.0,1.0,16.0,119.8,200.0,716.0,"[(1, 49)]","[0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
josuha-guilavogui_2022/2023,5.0,33.22,145.0,61.0,1.0,28.0,136.3,258.0,783.0,"[(13, 8)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
juan-miranda_2019/2020,5.0,32.09,81.0,12.0,20.0,11.0,93.0,243.0,667.0,"[(8, 34)]","[0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0]"
jude-bellingham_2020/2021,34.0,31.15,280.0,27.0,14.0,34.0,71.4,159.0,544.0,"[(1, 11)]","[0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jude-bellingham_2021/2022,42.0,32.92,433.0,35.0,7.0,38.0,333.8,917.0,2626.0,"[(3, 6)]","[0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jude-bellingham_2022/2023,65.0,33.59,463.0,40.0,20.0,40.0,325.4,884.0,2526.0,"[(3, 2)]","[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
julian-baumgartlinger_2019/2020,15.0,31.28,215.0,30.0,1.0,28.0,248.6,343.0,1561.0,"[(1, 3)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
julian-baumgartlinger_2020/2021,8.0,31.91,137.0,19.0,2.0,12.0,149.0,179.0,915.0,"[(3, 114), (1, 6)]","[0, 6, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
julian-brandt_2019/2020,33.0,33.15,297.0,23.0,17.0,9.0,290.3,553.0,1766.0,"[(4, 14), (13, 14)]","[0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
julian-brandt_2021/2022,33.0,32.39,207.0,17.0,36.0,11.0,268.4,641.0,1923.0,"[(2, 7), (1, 11)]","[0, 11, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
julian-brandt_2022/2023,45.0,33.34,233.0,22.0,54.0,6.0,311.6,829.0,2355.0,"[(1, 21)]","[0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
julian-brandt_2023/2024,34.0,32.88,169.0,8.0,31.0,8.0,291.6,675.0,2001.0,"[(11, 10), (1, 3)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0]"
julian-green_2021/2022,17.0,31.64,110.0,5.0,13.0,12.0,134.8,188.0,886.0,"[(5, 4)]","[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]"
julian-justvan_2023/2024,18.0,32.94,97.0,4.0,19.0,2.0,136.6,252.0,915.0,"[(13, 15)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15]"
julian-malatini_2023/2024,3.0,34.18,67.0,11.0,5.0,11.0,75.8,168.0,477.0,"[(1, 4)]","[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
julian-ryerson_2019/2020,1.0,31.47,48.0,7.0,5.0,8.0,51.7,84.0,303.0,"[(5, 7)]","[0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0]"
julian-ryerson_2020/2021,6.0,32.34,132.0,16.0,26.0,11.0,135.7,205.0,872.0,"[(1, 7)]","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
julian-ryerson_2021/2022,15.0,33.04,146.0,23.0,36.0,10.0,194.4,303.0,1227.0,"[(11, 7), (11, 3)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0]"
julian-ryerson_2022/2023,26.0,33.43,272.0,30.0,77.0,29.0,310.7,557.0,1885.0,"[(2, 4), (11, 3)]","[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
julian-ryerson_2023/2024,18.0,33.27,195.0,11.0,30.0,18.0,226.1,501.0,1433.0,"[(11, 2), (10, 59), (11, 3), (4, 9)]","[0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 59, 5, 0, 0]"
